User ID,Blogger ID,Date,浏览,点赞,评论,label,cumsum_view,cumsum_like,cumsum_comment,total_view,total_like,total_comment,fan_count,user_count,fan_ratio,user_id_enc
U14990,B59,2024-07-14,1,1,0,0,2,2,0,34498,24524,8838,1081,9173,0.1178458519568298,4
U14990,B59,2024-07-16,1,1,0,0,3,3,0,34498,24524,8838,1081,9173,0.1178458519568298,4
U14990,B59,2024-07-17,1,1,0,0,4,4,0,34498,24524,8838,1081,9173,0.1178458519568298,4
U14990,B60,2024-07-17,1,1,0,0,1,1,0,56638,22026,13903,2796,14607,0.1914150749640583,4
U14990,B60,2024-07-18,1,0,1,0,2,1,1,56638,22026,13903,2796,14607,0.1914150749640583,4
U14990,B72,2024-07-17,1,1,0,0,1,1,0,25217,12259,3744,1575,9204,0.1711212516297262,4
U14990,B76,2024-07-17,2,1,1,0,2,1,1,23629,13408,3508,1465,7910,0.1852085967130214,4
U52010,B12,2024-07-16,2,2,0,0,2,2,0,34251,16838,6110,2076,11759,0.1765456246279445,5
U52010,B12,2024-07-18,1,0,0,0,3,2,0,34251,16838,6110,2076,11759,0.1765456246279445,5
U52010,B13,2024-07-14,2,1,2,0,2,1,2,46166,26749,8553,2691,12770,0.2107282693813625,5
U52010,B13,2024-07-17,1,1,0,0,3,2,2,46166,26749,8553,2691,12770,0.2107282693813625,5
U52010,B13,2024-07-18,1,0,0,0,4,2,2,46166,26749,8553,2691,12770,0.2107282693813625,5
U52010,B13,2024-07-19,1,0,0,0,5,2,2,46166,26749,8553,2691,12770,0.2107282693813625,5
U52010,B15,2024-07-14,1,0,0,0,1,0,0,77381,39792,17774,3306,16053,0.2059428144272098,5
U52010,B15,2024-07-15,1,1,0,0,2,1,0,77381,39792,17774,3306,16053,0.2059428144272098,5
U52010,B15,2024-07-18,1,0,0,0,3,1,0,77381,39792,17774,3306,16053,0.2059428144272098,5
U52010,B15,2024-07-19,1,1,0,0,4,2,0,77381,39792,17774,3306,16053,0.2059428144272098,5
U52010,B2,2024-07-13,2,1,1,1,2,1,1,41080,21714,8051,2010,10802,0.1860766524717645,5
U52010,B2,2024-07-18,1,0,1,0,3,1,2,41080,21714,8051,2010,10802,0.1860766524717645,5
U52010,B20,2024-07-13,1,0,1,0,1,0,1,35530,22874,8240,1884,9864,0.1909975669099756,5
U52010,B20,2024-07-14,1,1,0,0,2,1,1,35530,22874,8240,1884,9864,0.1909975669099756,5
U52010,B21,2024-07-13,1,1,1,0,1,1,1,104652,61000,21450,4457,17259,0.2582420765977171,5
U52010,B21,2024-07-14,1,0,0,0,2,1,1,104652,61000,21450,4457,17259,0.2582420765977171,5
U52010,B21,2024-07-15,1,1,0,0,3,2,1,104652,61000,21450,4457,17259,0.2582420765977171,5
U52010,B21,2024-07-18,2,0,1,0,5,2,2,104652,61000,21450,4457,17259,0.2582420765977171,5
U52010,B21,2024-07-19,1,1,0,0,6,3,2,104652,61000,21450,4457,17259,0.2582420765977171,5
U52010,B23,2024-07-16,1,0,0,1,1,0,0,35391,19972,5840,2085,9943,0.2096952629990948,5
U52010,B23,2024-07-18,1,1,0,0,2,1,0,35391,19972,5840,2085,9943,0.2096952629990948,5
U52010,B24,2024-07-14,2,1,0,0,2,1,0,29281,16999,5525,1504,9318,0.1614080274737068,5
U52010,B24,2024-07-16,2,2,0,0,4,3,0,29281,16999,5525,1504,9318,0.1614080274737068,5
U52010,B25,2024-07-14,1,1,0,0,1,1,0,21902,16014,3633,1259,7820,0.1609974424552429,5
U52010,B25,2024-07-19,1,0,0,0,2,1,0,21902,16014,3633,1259,7820,0.1609974424552429,5
U52010,B3,2024-07-13,1,1,1,1,1,1,1,41470,22988,6297,2187,11256,0.1942963752665245,5
U52010,B3,2024-07-14,1,1,0,0,2,2,1,41470,22988,6297,2187,11256,0.1942963752665245,5
U52010,B3,2024-07-17,1,1,0,0,3,3,1,41470,22988,6297,2187,11256,0.1942963752665245,5
U52010,B3,2024-07-18,1,0,0,0,4,3,1,41470,22988,6297,2187,11256,0.1942963752665245,5
U52010,B3,2024-07-19,1,0,0,0,5,3,1,41470,22988,6297,2187,11256,0.1942963752665245,5
U52010,B34,2024-07-16,1,1,0,0,1,1,0,14928,7321,2904,1136,5785,0.1963699222126188,5
U52010,B4,2024-07-13,1,1,1,0,1,1,1,40889,21160,8222,2297,10932,0.210117087449689,5
U52010,B4,2024-07-18,1,0,0,0,2,1,1,40889,21160,8222,2297,10932,0.210117087449689,5
U52010,B4,2024-07-19,1,1,0,0,3,2,1,40889,21160,8222,2297,10932,0.210117087449689,5
U52010,B5,2024-07-13,1,1,0,0,1,1,0,104360,69199,19113,4468,17041,0.262191185963265,5
U52010,B5,2024-07-14,1,1,0,0,2,2,0,104360,69199,19113,4468,17041,0.262191185963265,5
U52010,B5,2024-07-18,1,0,0,0,3,2,0,104360,69199,19113,4468,17041,0.262191185963265,5
U52010,B5,2024-07-19,1,0,0,0,4,2,0,104360,69199,19113,4468,17041,0.262191185963265,5
U52010,B53,2024-07-15,1,0,1,0,1,0,1,3931,2462,1026,317,2416,0.1312086092715231,5
U52010,B6,2024-07-19,1,0,0,0,1,0,0,19075,9971,2831,1128,7340,0.1536784741144414,5
U52010,B60,2024-07-15,1,1,0,0,1,1,0,56638,22026,13903,2796,14607,0.1914150749640583,5
U52010,B60,2024-07-19,1,0,0,0,2,1,0,56638,22026,13903,2796,14607,0.1914150749640583,5
U52010,B7,2024-07-13,1,0,1,0,1,0,1,39483,23576,7347,2218,11661,0.1902066718120229,5
U52010,B7,2024-07-14,2,2,0,0,3,2,1,39483,23576,7347,2218,11661,0.1902066718120229,5
U52010,B7,2024-07-16,1,0,0,0,4,2,1,39483,23576,7347,2218,11661,0.1902066718120229,5
U52010,B7,2024-07-18,1,1,0,0,5,3,1,39483,23576,7347,2218,11661,0.1902066718120229,5
U52010,B7,2024-07-19,1,0,0,0,6,3,1,39483,23576,7347,2218,11661,0.1902066718120229,5
U52010,B72,2024-07-14,1,0,1,0,1,0,1,25217,12259,3744,1575,9204,0.1711212516297262,5
U52010,B72,2024-07-16,1,0,0,1,2,0,1,25217,12259,3744,1575,9204,0.1711212516297262,5
U52010,B72,2024-07-17,1,0,1,0,3,0,2,25217,12259,3744,1575,9204,0.1711212516297262,5
U52010,B72,2024-07-18,1,0,0,0,4,0,2,25217,12259,3744,1575,9204,0.1711212516297262,5
U52010,B8,2024-07-13,1,1,0,0,1,1,0,18370,12604,3047,1109,6997,0.1584964984993568,5
U52010,B8,2024-07-14,1,1,0,0,2,2,0,18370,12604,3047,1109,6997,0.1584964984993568,5
U52010,B8,2024-07-16,1,1,0,0,3,3,0,18370,12604,3047,1109,6997,0.1584964984993568,5
U52010,B8,2024-07-17,1,1,0,0,4,4,0,18370,12604,3047,1109,6997,0.1584964984993568,5
U52010,B8,2024-07-18,1,1,0,0,5,5,0,18370,12604,3047,1109,6997,0.1584964984993568,5
U52010,B8,2024-07-19,1,1,0,0,6,6,0,18370,12604,3047,1109,6997,0.1584964984993568,5
U5769,B10,2024-07-13,1,0,0,0,1,0,0,13167,10002,2704,452,6201,0.0728914691178842,3
U5769,B12,2024-07-11,1,0,0,0,1,0,0,34251,16838,6110,2076,11759,0.1765456246279445,3
U5769,B13,2024-07-14,1,1,0,1,1,1,0,46166,26749,8553,2691,12770,0.2107282693813625,3
U5769,B15,2024-07-14,1,0,0,0,1,0,0,77381,39792,17774,3306,16053,0.2059428144272098,3
U5769,B17,2024-07-13,1,1,0,0,1,1,0,22450,16288,5272,999,8599,0.1161762995697174,3
U5769,B18,2024-07-16,1,0,1,0,1,0,1,42993,24749,6766,1656,10022,0.1652364797445619,3
U5769,B19,2024-07-11,1,1,0,1,1,1,0,35300,22398,6313,1523,9206,0.1654355854877253,3
U5769,B19,2024-07-16,1,1,0,0,2,2,0,35300,22398,6313,1523,9206,0.1654355854877253,3
U5769,B2,2024-07-12,1,0,0,0,1,0,0,41080,21714,8051,2010,10802,0.1860766524717645,3
U5769,B20,2024-07-11,1,1,0,0,1,1,0,35530,22874,8240,1884,9864,0.1909975669099756,3
U5769,B20,2024-07-16,1,1,0,0,2,2,0,35530,22874,8240,1884,9864,0.1909975669099756,3
U5769,B22,2024-07-12,1,0,1,1,1,0,1,3701,1826,680,345,2242,0.1538804638715432,3
U5769,B24,2024-07-14,1,1,0,0,1,1,0,29281,16999,5525,1504,9318,0.1614080274737068,3
U5769,B3,2024-07-12,1,0,1,0,1,0,1,41470,22988,6297,2187,11256,0.1942963752665245,3
U5769,B34,2024-07-14,1,0,0,0,1,0,0,14928,7321,2904,1136,5785,0.1963699222126188,3
U5769,B42,2024-07-11,1,1,0,0,1,1,0,21693,14173,5865,596,6501,0.0916782033533302,3
U5769,B42,2024-07-13,1,0,1,0,2,1,1,21693,14173,5865,596,6501,0.0916782033533302,3
U5769,B42,2024-07-14,1,0,1,0,3,1,2,21693,14173,5865,596,6501,0.0916782033533302,3
U5769,B43,2024-07-11,1,1,0,0,1,1,0,15254,10770,3825,606,5183,0.1169207022959675,3
U5769,B43,2024-07-14,1,1,0,0,2,2,0,15254,10770,3825,606,5183,0.1169207022959675,3
U5769,B44,2024-07-11,1,1,0,0,1,1,0,29742,18301,7395,1571,7982,0.1968178401403157,3
U5769,B44,2024-07-13,1,0,1,0,2,1,1,29742,18301,7395,1571,7982,0.1968178401403157,3
U5769,B44,2024-07-14,1,1,0,0,3,2,1,29742,18301,7395,1571,7982,0.1968178401403157,3
U5769,B45,2024-07-11,1,1,0,0,1,1,0,29327,20193,7685,1251,9063,0.138033763654419,3
U5769,B45,2024-07-13,1,1,0,0,2,2,0,29327,20193,7685,1251,9063,0.138033763654419,3
U5769,B45,2024-07-14,1,0,0,0,3,2,0,29327,20193,7685,1251,9063,0.138033763654419,3
U5769,B46,2024-07-11,1,1,0,0,1,1,0,9429,6632,2554,264,4146,0.0636758321273516,3
U5769,B46,2024-07-13,1,1,0,0,2,2,0,9429,6632,2554,264,4146,0.0636758321273516,3
U5769,B47,2024-07-11,2,2,0,0,2,2,0,28436,20525,7251,735,7858,0.0935352506999236,3
U5769,B47,2024-07-13,1,0,1,0,3,2,1,28436,20525,7251,735,7858,0.0935352506999236,3
U5769,B47,2024-07-14,1,1,0,0,4,3,1,28436,20525,7251,735,7858,0.0935352506999236,3
U5769,B5,2024-07-12,1,0,0,0,1,0,0,104360,69199,19113,4468,17041,0.262191185963265,3
U5769,B52,2024-07-13,1,1,0,0,1,1,0,21143,14940,5407,641,6314,0.1015204307887234,3
U5769,B52,2024-07-14,1,0,1,0,2,1,1,21143,14940,5407,641,6314,0.1015204307887234,3
U5769,B53,2024-07-12,1,0,0,0,1,0,0,3931,2462,1026,317,2416,0.1312086092715231,3
U5769,B59,2024-07-11,1,1,0,0,1,1,0,34498,24524,8838,1081,9173,0.1178458519568298,3
U5769,B59,2024-07-13,2,1,0,0,3,2,0,34498,24524,8838,1081,9173,0.1178458519568298,3
U5769,B59,2024-07-14,1,1,0,0,4,3,0,34498,24524,8838,1081,9173,0.1178458519568298,3
U5769,B6,2024-07-12,1,1,0,0,1,1,0,19075,9971,2831,1128,7340,0.1536784741144414,3
U5769,B6,2024-07-16,1,1,0,0,2,2,0,19075,9971,2831,1128,7340,0.1536784741144414,3
U5769,B7,2024-07-11,1,1,0,0,1,1,0,39483,23576,7347,2218,11661,0.1902066718120229,3
U5769,B9,2024-07-12,1,1,0,1,1,1,0,645,287,230,55,534,0.1029962546816479,3
U6749,B12,2024-07-20,1,0,1,0,1,0,1,34251,16838,6110,2076,11759,0.1765456246279445,2
U6749,B15,2024-07-11,1,1,0,0,1,1,0,77381,39792,17774,3306,16053,0.2059428144272098,2
U6749,B16,2024-07-11,1,0,0,0,1,0,0,16639,10416,3107,1174,7064,0.1661947904869762,2
U6749,B16,2024-07-15,1,1,0,0,2,1,0,16639,10416,3107,1174,7064,0.1661947904869762,2
U6749,B16,2024-07-19,1,0,0,0,3,1,0,16639,10416,3107,1174,7064,0.1661947904869762,2
U6749,B17,2024-07-14,1,1,1,0,1,1,1,22450,16288,5272,999,8599,0.1161762995697174,2
U6749,B19,2024-07-15,1,0,0,0,1,0,0,35300,22398,6313,1523,9206,0.1654355854877253,2
U6749,B2,2024-07-12,4,3,1,0,4,3,1,41080,21714,8051,2010,10802,0.1860766524717645,2
U6749,B2,2024-07-16,1,1,0,0,5,4,1,41080,21714,8051,2010,10802,0.1860766524717645,2
U6749,B2,2024-07-18,1,0,0,0,6,4,1,41080,21714,8051,2010,10802,0.1860766524717645,2
U6749,B2,2024-07-19,1,1,0,0,7,5,1,41080,21714,8051,2010,10802,0.1860766524717645,2
U6749,B21,2024-07-11,1,1,0,0,1,1,0,104652,61000,21450,4457,17259,0.2582420765977171,2
U6749,B22,2024-07-15,1,0,1,0,1,0,1,3701,1826,680,345,2242,0.1538804638715432,2
U6749,B24,2024-07-14,1,1,0,0,1,1,0,29281,16999,5525,1504,9318,0.1614080274737068,2
U6749,B24,2024-07-15,1,1,0,0,2,2,0,29281,16999,5525,1504,9318,0.1614080274737068,2
U6749,B24,2024-07-20,1,1,0,0,3,3,0,29281,16999,5525,1504,9318,0.1614080274737068,2
U6749,B25,2024-07-11,1,1,0,0,1,1,0,21902,16014,3633,1259,7820,0.1609974424552429,2
U6749,B25,2024-07-14,1,1,0,0,2,2,0,21902,16014,3633,1259,7820,0.1609974424552429,2
U6749,B25,2024-07-15,2,2,0,0,4,4,0,21902,16014,3633,1259,7820,0.1609974424552429,2
U6749,B25,2024-07-19,1,1,0,0,5,5,0,21902,16014,3633,1259,7820,0.1609974424552429,2
U6749,B25,2024-07-20,1,1,0,0,6,6,0,21902,16014,3633,1259,7820,0.1609974424552429,2
U6749,B26,2024-07-15,1,0,0,0,1,0,0,16831,7289,2854,1105,5503,0.2007995638742504,2
U6749,B3,2024-07-12,1,1,0,0,1,1,0,41470,22988,6297,2187,11256,0.1942963752665245,2
U6749,B3,2024-07-16,1,0,0,0,2,1,0,41470,22988,6297,2187,11256,0.1942963752665245,2
U6749,B3,2024-07-18,1,1,0,0,3,2,0,41470,22988,6297,2187,11256,0.1942963752665245,2
U6749,B3,2024-07-19,1,1,0,0,4,3,0,41470,22988,6297,2187,11256,0.1942963752665245,2
U6749,B34,2024-07-11,1,0,0,0,1,0,0,14928,7321,2904,1136,5785,0.1963699222126188,2
U6749,B34,2024-07-15,1,0,0,0,2,0,0,14928,7321,2904,1136,5785,0.1963699222126188,2
U6749,B34,2024-07-19,1,0,0,0,3,0,0,14928,7321,2904,1136,5785,0.1963699222126188,2
U6749,B4,2024-07-12,1,1,0,0,1,1,0,40889,21160,8222,2297,10932,0.210117087449689,2
U6749,B44,2024-07-15,1,1,1,1,1,1,1,29742,18301,7395,1571,7982,0.1968178401403157,2
U6749,B47,2024-07-15,1,0,1,0,1,0,1,28436,20525,7251,735,7858,0.0935352506999236,2
U6749,B5,2024-07-11,1,1,0,0,1,1,0,104360,69199,19113,4468,17041,0.262191185963265,2
U6749,B5,2024-07-12,4,3,0,0,5,4,0,104360,69199,19113,4468,17041,0.262191185963265,2
U6749,B5,2024-07-16,1,0,0,0,6,4,0,104360,69199,19113,4468,17041,0.262191185963265,2
U6749,B5,2024-07-18,1,0,1,0,7,4,1,104360,69199,19113,4468,17041,0.262191185963265,2
U6749,B5,2024-07-19,1,1,0,0,8,5,1,104360,69199,19113,4468,17041,0.262191185963265,2
U6749,B53,2024-07-12,3,2,0,0,3,2,0,3931,2462,1026,317,2416,0.1312086092715231,2
U6749,B53,2024-07-18,1,1,0,0,4,3,0,3931,2462,1026,317,2416,0.1312086092715231,2
U6749,B53,2024-07-19,1,0,0,0,5,3,0,3931,2462,1026,317,2416,0.1312086092715231,2
U6749,B59,2024-07-15,1,1,0,0,1,1,0,34498,24524,8838,1081,9173,0.1178458519568298,2
U6749,B6,2024-07-12,4,2,0,0,4,2,0,19075,9971,2831,1128,7340,0.1536784741144414,2
U6749,B60,2024-07-11,1,0,1,0,1,0,1,56638,22026,13903,2796,14607,0.1914150749640583,2
U6749,B72,2024-07-11,1,0,0,0,1,0,0,25217,12259,3744,1575,9204,0.1711212516297262,2
U6749,B72,2024-07-15,1,0,0,0,2,0,0,25217,12259,3744,1575,9204,0.1711212516297262,2
U6749,B72,2024-07-19,1,0,0,0,3,0,0,25217,12259,3744,1575,9204,0.1711212516297262,2
U6749,B72,2024-07-20,1,1,0,0,4,1,0,25217,12259,3744,1575,9204,0.1711212516297262,2
U6749,B9,2024-07-16,1,0,1,0,1,0,1,645,287,230,55,534,0.1029962546816479,2
U7,B12,2024-07-11,1,0,0,0,1,0,0,34251,16838,6110,2076,11759,0.1765456246279445,1
U7,B12,2024-07-14,1,0,0,0,2,0,0,34251,16838,6110,2076,11759,0.1765456246279445,1
U7,B12,2024-07-15,1,1,0,0,3,1,0,34251,16838,6110,2076,11759,0.1765456246279445,1
U7,B12,2024-07-20,2,1,2,1,5,2,2,34251,16838,6110,2076,11759,0.1765456246279445,1
U7,B13,2024-07-12,1,0,0,0,1,0,0,46166,26749,8553,2691,12770,0.2107282693813625,1
U7,B13,2024-07-16,1,1,0,1,2,1,0,46166,26749,8553,2691,12770,0.2107282693813625,1
U7,B13,2024-07-18,1,1,0,0,3,2,0,46166,26749,8553,2691,12770,0.2107282693813625,1
U7,B13,2024-07-19,2,0,0,0,5,2,0,46166,26749,8553,2691,12770,0.2107282693813625,1
U7,B13,2024-07-20,1,0,0,0,6,2,0,46166,26749,8553,2691,12770,0.2107282693813625,1
U7,B16,2024-07-11,1,0,1,0,1,0,1,16639,10416,3107,1174,7064,0.1661947904869762,1
U7,B2,2024-07-12,1,0,0,0,1,0,0,41080,21714,8051,2010,10802,0.1860766524717645,1
U7,B2,2024-07-18,1,0,0,0,2,0,0,41080,21714,8051,2010,10802,0.1860766524717645,1
U7,B2,2024-07-19,1,0,1,1,3,0,1,41080,21714,8051,2010,10802,0.1860766524717645,1
U7,B2,2024-07-20,1,0,0,0,4,0,1,41080,21714,8051,2010,10802,0.1860766524717645,1
U7,B21,2024-07-14,1,1,0,0,1,1,0,104652,61000,21450,4457,17259,0.2582420765977171,1
U7,B23,2024-07-11,1,1,0,0,1,1,0,35391,19972,5840,2085,9943,0.2096952629990948,1
U7,B23,2024-07-18,1,0,1,0,2,1,1,35391,19972,5840,2085,9943,0.2096952629990948,1
U7,B24,2024-07-12,1,0,0,0,1,0,0,29281,16999,5525,1504,9318,0.1614080274737068,1
U7,B24,2024-07-14,1,0,0,0,2,0,0,29281,16999,5525,1504,9318,0.1614080274737068,1
U7,B24,2024-07-20,1,0,0,0,3,0,0,29281,16999,5525,1504,9318,0.1614080274737068,1
U7,B27,2024-07-12,1,0,1,0,1,0,1,15643,8624,2903,1014,5842,0.1735706949674769,1
U7,B27,2024-07-13,1,0,0,0,2,0,1,15643,8624,2903,1014,5842,0.1735706949674769,1
U7,B27,2024-07-14,2,1,1,0,4,1,2,15643,8624,2903,1014,5842,0.1735706949674769,1
U7,B3,2024-07-16,1,1,0,0,1,1,0,41470,22988,6297,2187,11256,0.1942963752665245,1
U7,B3,2024-07-19,1,1,0,0,2,2,0,41470,22988,6297,2187,11256,0.1942963752665245,1
U7,B3,2024-07-20,1,1,0,0,3,3,0,41470,22988,6297,2187,11256,0.1942963752665245,1
U7,B4,2024-07-12,1,1,0,0,1,1,0,40889,21160,8222,2297,10932,0.210117087449689,1
U7,B4,2024-07-13,1,1,1,0,2,2,1,40889,21160,8222,2297,10932,0.210117087449689,1
U7,B4,2024-07-18,1,1,0,1,3,3,1,40889,21160,8222,2297,10932,0.210117087449689,1
U7,B4,2024-07-19,2,0,1,0,5,3,2,40889,21160,8222,2297,10932,0.210117087449689,1
U7,B4,2024-07-20,1,1,0,0,6,4,2,40889,21160,8222,2297,10932,0.210117087449689,1
U7,B6,2024-07-13,1,1,1,0,1,1,1,19075,9971,2831,1128,7340,0.1536784741144414,1
U7,B6,2024-07-14,1,1,1,0,2,2,2,19075,9971,2831,1128,7340,0.1536784741144414,1
U7,B6,2024-07-16,1,1,1,1,3,3,3,19075,9971,2831,1128,7340,0.1536784741144414,1
U7,B6,2024-07-19,1,0,0,0,4,3,3,19075,9971,2831,1128,7340,0.1536784741144414,1
U7,B68,2024-07-11,1,1,0,0,1,1,0,6901,2905,1768,634,2981,0.212680308621268,1
U7,B68,2024-07-12,1,0,0,0,2,1,0,6901,2905,1768,634,2981,0.212680308621268,1
U7,B68,2024-07-13,1,1,0,0,3,2,0,6901,2905,1768,634,2981,0.212680308621268,1
U7,B7,2024-07-14,2,1,1,0,2,1,1,39483,23576,7347,2218,11661,0.1902066718120229,1
U7,B7,2024-07-18,1,0,1,0,3,1,2,39483,23576,7347,2218,11661,0.1902066718120229,1
U7,B7,2024-07-20,1,0,1,0,4,1,3,39483,23576,7347,2218,11661,0.1902066718120229,1
U7,B72,2024-07-12,1,0,0,0,1,0,0,25217,12259,3744,1575,9204,0.1711212516297262,1
U7,B72,2024-07-19,1,1,0,0,2,1,0,25217,12259,3744,1575,9204,0.1711212516297262,1
U7,B76,2024-07-13,1,0,1,0,1,0,1,23629,13408,3508,1465,7910,0.1852085967130214,1
U7,B8,2024-07-16,1,1,0,0,1,1,0,18370,12604,3047,1109,6997,0.1584964984993568,1
U7,B8,2024-07-19,2,2,1,1,3,3,1,18370,12604,3047,1109,6997,0.1584964984993568,1
U7,B8,2024-07-20,1,0,0,0,4,3,1,18370,12604,3047,1109,6997,0.1584964984993568,1
