User ID,Blogger ID,Date,浏览,点赞,评论,label,cumsum_view,cumsum_like,cumsum_comment
U52010,B8,2024-07-14,1,1,0,0,2,2,0
U52010,B8,2024-07-16,1,1,0,0,3,3,0
U52010,B8,2024-07-17,1,1,0,0,4,4,0
U52010,B8,2024-07-18,1,1,0,0,5,5,0
U52010,B8,2024-07-19,1,1,0,0,6,6,0
U5769,B10,2024-07-13,1,0,0,0,1,0,0
U5769,B12,2024-07-11,1,0,0,0,1,0,0
U5769,B13,2024-07-14,1,1,0,1,1,1,0
U5769,B15,2024-07-14,1,0,0,0,1,0,0
U5769,B17,2024-07-13,1,1,0,0,1,1,0
U5769,B18,2024-07-16,1,0,1,0,1,0,1
U5769,B19,2024-07-11,1,1,0,1,1,1,0
U5769,B19,2024-07-16,1,1,0,0,2,2,0
U5769,B2,2024-07-12,1,0,0,0,1,0,0
U5769,B20,2024-07-11,1,1,0,0,1,1,0
U5769,B20,2024-07-16,1,1,0,0,2,2,0
U5769,B22,2024-07-12,1,0,1,1,1,0,1
U5769,B24,2024-07-14,1,1,0,0,1,1,0
U5769,B3,2024-07-12,1,0,1,0,1,0,1
U5769,B34,2024-07-14,1,0,0,0,1,0,0
U5769,B42,2024-07-11,1,1,0,0,1,1,0
U5769,B42,2024-07-13,1,0,1,0,2,1,1
U5769,B42,2024-07-14,1,0,1,0,3,1,2
U5769,B43,2024-07-11,1,1,0,0,1,1,0
U5769,B43,2024-07-14,1,1,0,0,2,2,0
U5769,B44,2024-07-11,1,1,0,0,1,1,0
U5769,B44,2024-07-13,1,0,1,0,2,1,1
U5769,B44,2024-07-14,1,1,0,0,3,2,1
U5769,B45,2024-07-11,1,1,0,0,1,1,0
U5769,B45,2024-07-13,1,1,0,0,2,2,0
U5769,B45,2024-07-14,1,0,0,0,3,2,0
U5769,B46,2024-07-11,1,1,0,0,1,1,0
U5769,B46,2024-07-13,1,1,0,0,2,2,0
U5769,B47,2024-07-11,2,2,0,0,2,2,0
U5769,B47,2024-07-13,1,0,1,0,3,2,1
U5769,B47,2024-07-14,1,1,0,0,4,3,1
U5769,B5,2024-07-12,1,0,0,0,1,0,0
U5769,B52,2024-07-13,1,1,0,0,1,1,0
U5769,B52,2024-07-14,1,0,1,0,2,1,1
U5769,B53,2024-07-12,1,0,0,0,1,0,0
U5769,B59,2024-07-11,1,1,0,0,1,1,0
U5769,B59,2024-07-13,2,1,0,0,3,2,0
U5769,B59,2024-07-14,1,1,0,0,4,3,0
U5769,B6,2024-07-12,1,1,0,0,1,1,0
U5769,B6,2024-07-16,1,1,0,0,2,2,0
U5769,B7,2024-07-11,1,1,0,0,1,1,0
U5769,B9,2024-07-12,1,1,0,1,1,1,0
U6749,B12,2024-07-20,1,0,1,0,1,0,1
U6749,B15,2024-07-11,1,1,0,0,1,1,0
U6749,B16,2024-07-11,1,0,0,0,1,0,0
U6749,B16,2024-07-15,1,1,0,0,2,1,0
U6749,B16,2024-07-19,1,0,0,0,3,1,0
U6749,B17,2024-07-14,1,1,1,0,1,1,1
U6749,B19,2024-07-15,1,0,0,0,1,0,0
U6749,B2,2024-07-12,4,3,1,0,4,3,1
U6749,B2,2024-07-16,1,1,0,0,5,4,1
U6749,B2,2024-07-18,1,0,0,0,6,4,1
U6749,B2,2024-07-19,1,1,0,0,7,5,1
U6749,B21,2024-07-11,1,1,0,0,1,1,0
U6749,B22,2024-07-15,1,0,1,0,1,0,1
U6749,B24,2024-07-14,1,1,0,0,1,1,0
U6749,B24,2024-07-15,1,1,0,0,2,2,0
U6749,B24,2024-07-20,1,1,0,0,3,3,0
U6749,B25,2024-07-11,1,1,0,0,1,1,0
U6749,B25,2024-07-14,1,1,0,0,2,2,0
U6749,B25,2024-07-15,2,2,0,0,4,4,0
U6749,B25,2024-07-19,1,1,0,0,5,5,0
U6749,B25,2024-07-20,1,1,0,0,6,6,0
U6749,B26,2024-07-15,1,0,0,0,1,0,0
U6749,B3,2024-07-12,1,1,0,0,1,1,0
U6749,B3,2024-07-16,1,0,0,0,2,1,0
U6749,B3,2024-07-18,1,1,0,0,3,2,0
U6749,B3,2024-07-19,1,1,0,0,4,3,0
U6749,B34,2024-07-11,1,0,0,0,1,0,0
U6749,B34,2024-07-15,1,0,0,0,2,0,0
U6749,B34,2024-07-19,1,0,0,0,3,0,0
U6749,B4,2024-07-12,1,1,0,0,1,1,0
U6749,B44,2024-07-15,1,1,1,1,1,1,1
U6749,B47,2024-07-15,1,0,1,0,1,0,1
U6749,B5,2024-07-11,1,1,0,0,1,1,0
U6749,B5,2024-07-12,4,3,0,0,5,4,0
U6749,B5,2024-07-16,1,0,0,0,6,4,0
U6749,B5,2024-07-18,1,0,1,0,7,4,1
U6749,B5,2024-07-19,1,1,0,0,8,5,1
U6749,B53,2024-07-12,3,2,0,0,3,2,0
U6749,B53,2024-07-18,1,1,0,0,4,3,0
U6749,B53,2024-07-19,1,0,0,0,5,3,0
U6749,B59,2024-07-15,1,1,0,0,1,1,0
U6749,B6,2024-07-12,4,2,0,0,4,2,0
U6749,B60,2024-07-11,1,0,1,0,1,0,1
U6749,B72,2024-07-11,1,0,0,0,1,0,0
U6749,B72,2024-07-15,1,0,0,0,2,0,0
U6749,B72,2024-07-19,1,0,0,0,3,0,0
U6749,B72,2024-07-20,1,1,0,0,4,1,0
U6749,B9,2024-07-16,1,0,1,0,1,0,1
U7,B12,2024-07-11,1,0,0,0,1,0,0
U7,B12,2024-07-14,1,0,0,0,2,0,0
U7,B12,2024-07-15,1,1,0,0,3,1,0
U7,B12,2024-07-20,2,1,2,1,5,2,2
U7,B13,2024-07-12,1,0,0,0,1,0,0
U7,B13,2024-07-16,1,1,0,1,2,1,0
U7,B13,2024-07-18,1,1,0,0,3,2,0
U7,B13,2024-07-19,2,0,0,0,5,2,0
U7,B13,2024-07-20,1,0,0,0,6,2,0
U7,B16,2024-07-11,1,0,1,0,1,0,1
U7,B2,2024-07-12,1,0,0,0,1,0,0
U7,B2,2024-07-18,1,0,0,0,2,0,0
U7,B2,2024-07-19,1,0,1,1,3,0,1
U7,B2,2024-07-20,1,0,0,0,4,0,1
U7,B21,2024-07-14,1,1,0,0,1,1,0
U7,B23,2024-07-11,1,1,0,0,1,1,0
U7,B23,2024-07-18,1,0,1,0,2,1,1
U7,B24,2024-07-12,1,0,0,0,1,0,0
U7,B24,2024-07-14,1,0,0,0,2,0,0
U7,B24,2024-07-20,1,0,0,0,3,0,0
U7,B27,2024-07-12,1,0,1,0,1,0,1
U7,B27,2024-07-13,1,0,0,0,2,0,1
U7,B27,2024-07-14,2,1,1,0,4,1,2
U7,B3,2024-07-16,1,1,0,0,1,1,0
U7,B3,2024-07-19,1,1,0,0,2,2,0
U7,B3,2024-07-20,1,1,0,0,3,3,0
U7,B4,2024-07-12,1,1,0,0,1,1,0
U7,B4,2024-07-13,1,1,1,0,2,2,1
U7,B4,2024-07-18,1,1,0,1,3,3,1
U7,B4,2024-07-19,2,0,1,0,5,3,2
U7,B4,2024-07-20,1,1,0,0,6,4,2
U7,B6,2024-07-13,1,1,1,0,1,1,1
U7,B6,2024-07-14,1,1,1,0,2,2,2
U7,B6,2024-07-16,1,1,1,1,3,3,3
U7,B6,2024-07-19,1,0,0,0,4,3,3
U7,B68,2024-07-11,1,1,0,0,1,1,0
U7,B68,2024-07-12,1,0,0,0,2,1,0
U7,B68,2024-07-13,1,1,0,0,3,2,0
U7,B7,2024-07-14,2,1,1,0,2,1,1
U7,B7,2024-07-18,1,0,1,0,3,1,2
U7,B7,2024-07-20,1,0,1,0,4,1,3
U7,B72,2024-07-12,1,0,0,0,1,0,0
U7,B72,2024-07-19,1,1,0,0,2,1,0
U7,B76,2024-07-13,1,0,1,0,1,0,1
U7,B8,2024-07-16,1,1,0,0,1,1,0
U7,B8,2024-07-19,2,2,1,1,3,3,1
U7,B8,2024-07-20,1,0,0,0,4,3,1
